pitcher_id,pitcher_name,age,airOuts,atBats,avg,balks,baseOnBalls,battersFaced,blownSaves,catchersInterference,caughtStealing,caughtStealingPercentage,completeGames,doubles,earnedRuns,era,gamesFinished,gamesPitched,gamesPlayed,gamesStarted,groundIntoDoublePlay,groundOuts,groundOutsToAirouts,hitBatsmen,hitByPitch,hits,hitsPer9Inn,holds,homeRuns,homeRunsPer9,inheritedRunners,inheritedRunnersScored,inningsPitched,intentionalWalks,losses,numberOfPitches,obp,ops,outs,pickoffs,pitchesPerInning,runs,runsScoredPer9,sacBunts,sacFlies,saveOpportunities,saves,shutouts,slg,stolenBasePercentage,stolenBases,strikeOuts,strikePercentage,strikeoutWalkRatio,strikeoutsPer9Inn,strikes,totalBases,triples,walksPer9Inn,whip,wildPitches,winPercentage,wins
804592,Hunter Hoopes,25,8,33,.273,0,8,42,1,0,0,.000,0,1,9,10.13,2,7,7,0,0,6,0.75,1,1,9,10.13,1,1,1.13,0,0,8.0,0,2,167,.429,.823,24,0,20.88,10,11.25,0,0,1,0,0,.394,1.000,1,10,.560,1.25,11.25,94,13,0,9.00,2.13,0,.000,0
696505,Cory Wall,25,5,15,.400,0,6,23,0,0,0,.000,0,1,10,30.00,0,4,4,0,0,3,0.60,1,1,6,18.00,1,0,0.00,3,0,3.0,0,2,83,.565,1.032,9,0,27.67,10,30.00,0,1,0,0,0,.467,1.000,3,2,.480,0.33,6.00,40,7,0,18.00,4.00,2,.000,0
801367,Matt Jachec,23,9,27,.222,1,2,31,0,0,0,.000,0,1,1,1.08,3,7,7,0,1,7,0.78,0,0,6,6.48,0,0,0.00,5,0,8.1,0,0,115,.258,.517,25,1,13.80,2,2.16,0,2,1,1,0,.259,1.000,2,7,.700,3.50,7.56,80,7,0,2.16,0.96,0,.---,0
691765,Jackson Baumeister,22,8,32,.313,0,9,43,0,0,3,1.000,0,1,6,6.00,0,4,4,3,0,5,0.63,1,1,10,10.00,1,1,1.00,0,0,9.0,0,1,173,.465,.903,27,0,19.22,7,7.00,0,1,0,0,0,.438,.000,0,10,.580,1.11,10.00,100,14,0,9.00,2.11,0,.000,0
685396,Nate Peterson,25,8,31,.258,1,7,38,0,0,1,.250,0,3,6,6.48,0,4,4,0,1,9,1.13,0,0,8,8.64,1,1,1.08,0,0,8.1,0,0,160,.395,.847,25,1,19.20,6,6.48,0,0,0,0,0,.452,.750,3,6,.560,0.86,6.48,90,14,0,7.56,1.80,1,1.000,1
694788,Carlson Reed,22,9,46,.174,0,8,54,0,0,1,.333,0,3,2,1.29,1,4,4,2,3,17,1.89,0,0,8,5.14,0,0,0.00,0,0,14.0,0,0,201,.296,.535,42,0,14.36,3,1.93,0,0,0,0,0,.239,.667,2,12,.560,1.50,7.71,113,11,0,5.14,1.14,1,1.000,1
674265,Kevin Abel,26,2,12,.167,0,5,17,0,0,0,.000,0,0,0,0.00,0,3,3,0,2,3,1.50,0,0,2,4.50,1,0,0.00,0,0,4.0,0,0,74,.412,.579,12,0,18.50,0,0.00,0,0,0,0,0,.167,1.000,1,5,.510,1.00,11.25,38,2,0,11.25,1.75,0,1.000,1
805955,Carson Dorsey,22,17,79,.228,0,13,92,0,0,1,.500,0,3,9,3.68,2,6,6,2,5,27,1.59,0,0,18,7.36,1,1,0.41,0,0,22.0,0,0,383,.337,.641,66,0,17.41,9,3.68,0,0,2,2,0,.304,.500,1,17,.610,1.31,6.95,234,24,0,5.32,1.41,2,.---,0
809138,Isaac Stebens,23,7,28,.286,0,6,37,0,0,2,.222,0,1,3,3.86,0,8,8,0,2,6,0.86,3,3,8,10.29,0,0,0.00,5,4,7.0,0,0,131,.459,.780,21,0,18.71,5,6.43,0,0,0,0,0,.321,.778,7,7,.550,1.17,9.00,72,9,0,7.71,2.00,0,1.000,1
693686,Spencer Miles,24,3,36,.250,0,1,37,0,0,0,.000,0,1,4,4.15,1,5,5,4,0,12,4.00,0,0,9,9.35,0,0,0.00,0,0,8.2,0,0,140,.270,.603,26,0,16.15,5,5.19,0,0,0,0,0,.333,1.000,2,12,.680,12.00,12.46,95,12,1,1.04,1.15,1,1.000,2
808063,Maikel Miralles,20,11,58,.345,0,10,71,0,1,0,.000,0,8,18,12.15,0,5,5,2,1,20,1.82,0,0,20,13.50,1,2,1.35,0,0,13.1,0,2,241,.429,1.015,40,0,18.08,20,13.50,0,2,0,0,0,.586,1.000,4,9,.590,0.90,6.08,141,34,0,6.75,2.25,2,.000,0
702045,Rorik Maltrud,25,9,44,.364,0,2,47,0,0,0,.000,0,3,10,9.64,0,5,5,1,0,10,1.11,0,0,16,15.43,0,3,2.89,0,0,9.1,0,0,156,.383,1.019,28,0,16.71,11,10.61,0,1,0,0,0,.636,1.000,1,10,.690,5.00,9.64,107,28,0,1.93,1.93,1,1.000,1
691103,Koen Moreno,23,15,51,.196,0,7,59,0,0,2,.333,0,2,6,3.86,0,5,5,3,0,8,0.53,1,1,10,6.43,0,2,1.29,0,0,14.0,0,1,245,.305,.658,42,0,17.50,6,3.86,0,0,0,0,0,.353,.667,4,18,.590,2.57,11.57,145,18,0,4.50,1.21,3,.000,0
701557,Carlos Lequerica,24,11,48,.354,0,5,54,1,0,0,.000,0,4,7,5.56,1,8,8,0,3,13,1.18,0,0,17,13.50,1,1,0.79,8,8,11.1,0,1,212,.407,.949,34,0,18.71,9,7.15,0,1,1,0,0,.542,1.000,1,8,.610,1.60,6.35,129,26,1,3.97,1.94,1,.500,1
812163,Jonathan Russell,20,3,30,.400,0,3,35,1,0,0,.000,0,2,10,12.86,2,6,6,0,1,11,3.67,1,1,12,15.43,0,1,1.29,0,0,7.0,0,0,122,.457,1.090,21,0,17.43,11,14.14,0,1,1,0,0,.633,1.000,2,5,.670,1.67,6.43,82,19,1,3.86,2.14,0,1.000,1
680893,Hueston Morrill,25,16,33,.303,0,5,40,1,0,2,1.000,0,2,3,3.12,5,8,8,0,0,4,0.25,2,2,10,10.38,0,0,0.00,4,1,8.2,0,0,132,.425,.849,26,0,15.23,3,3.12,0,0,3,2,0,.424,.000,0,3,.630,0.60,3.12,83,14,1,5.19,1.73,1,1.000,1
691629,Miguelangel Boadas,22,11,38,.158,0,9,49,0,0,0,.---,0,1,2,1.54,0,4,4,0,3,13,1.18,2,2,6,4.63,1,0,0.00,0,0,11.2,0,0,175,.347,.531,35,0,15.00,3,2.31,0,0,0,0,0,.184,.---,0,8,.580,0.89,6.17,102,7,0,6.94,1.29,0,1.000,1
822067,A.J. Causey,22,8,40,.300,0,1,44,0,0,1,.200,0,2,8,7.45,5,9,9,0,0,7,0.88,3,3,12,11.17,1,2,1.86,7,0,9.2,0,1,177,.364,.914,29,0,18.31,8,7.45,0,0,1,1,0,.550,.800,4,13,.610,13.00,12.10,108,22,1,0.93,1.34,0,.500,1
823801,Tanner Smith,22,6,30,.233,0,3,33,1,0,0,.000,0,0,3,3.52,2,7,7,0,1,4,0.67,0,0,7,8.22,2,1,1.17,3,0,7.2,0,2,122,.303,.636,23,1,15.91,5,5.87,0,0,1,0,0,.333,1.000,3,13,.620,4.33,15.26,76,10,0,3.52,1.30,3,.000,0
815794,Hyun-Seok Jang,21,8,36,.306,1,9,45,0,0,0,.000,0,4,9,9.00,0,5,5,4,1,10,1.25,0,0,11,11.00,0,3,3.00,0,0,9.0,0,1,202,.444,1.111,27,1,22.44,9,9.00,0,0,0,0,0,.667,1.000,1,7,.550,0.78,7.00,112,24,0,9.00,2.22,2,.500,1
691384,Luis Perales,22,5,48,.333,0,11,60,0,0,1,.143,0,2,13,10.32,0,6,6,6,0,9,1.80,0,0,16,12.71,0,2,1.59,0,0,11.1,0,2,247,.450,1.033,34,1,21.79,14,11.12,0,1,0,0,0,.583,.857,6,19,.620,1.73,15.09,152,28,2,8.74,2.38,3,.000,0
698952,Jose T. Perez,21,11,33,.303,0,8,46,0,0,1,.167,0,1,5,5.19,0,7,7,0,1,7,0.64,4,4,10,10.38,2,1,1.04,0,0,8.2,0,0,175,.478,.963,26,0,20.19,5,5.19,0,1,0,0,0,.485,.833,5,6,.540,0.75,6.23,95,16,1,8.31,2.08,6,1.000,1
806281,Blaze Pontes,25,5,39,.333,0,4,43,1,0,1,.333,0,0,4,3.72,1,9,9,0,2,11,2.20,0,0,13,12.10,0,1,0.93,5,3,9.2,0,1,171,.395,.857,29,0,17.69,4,3.72,0,0,1,0,0,.462,.667,2,10,.600,2.50,9.31,103,18,1,3.72,1.76,2,.000,0
689223,Derek True,24,4,31,.419,0,3,34,0,0,1,.250,0,2,6,8.10,3,7,7,1,1,2,0.50,0,0,13,17.55,0,0,0.00,0,0,6.2,0,0,146,.471,.955,20,0,21.90,6,8.10,0,0,1,1,0,.484,.750,3,12,.640,4.00,16.20,93,15,0,4.05,2.40,1,.---,0
700675,Jimmy Kingsbury,26,6,37,.216,0,2,40,0,0,2,.333,0,1,3,2.45,0,7,7,0,1,15,2.50,0,0,8,6.55,0,1,0.82,8,2,11.0,0,0,151,.250,.628,33,0,13.73,3,2.45,0,1,0,0,0,.378,.667,4,9,.660,4.50,7.36,99,14,1,1.64,0.91,0,1.000,1
688692,Jared Simpson,25,13,44,.227,0,5,53,0,1,1,.500,0,0,2,1.38,3,9,9,0,3,9,0.69,2,2,10,6.92,1,0,0.00,7,1,13.0,0,0,207,.327,.554,39,0,15.92,3,2.08,0,1,1,1,0,.227,.500,1,13,.660,2.60,9.00,136,10,0,3.46,1.15,1,.---,0
694696,Cade Smith,23,11,44,.159,0,2,46,0,0,0,.---,0,2,3,2.13,0,4,4,2,1,12,1.09,0,0,7,4.97,1,0,0.00,0,0,12.2,0,0,200,.196,.401,38,0,15.79,3,2.13,0,0,0,0,0,.205,.---,0,14,.620,7.00,9.95,123,9,0,1.42,0.71,2,1.000,1
806334,Alex Amalfi,24,20,53,.321,1,13,68,0,0,0,.000,0,4,14,9.95,0,5,5,5,1,10,0.50,2,2,17,12.08,0,2,1.42,0,0,12.2,0,1,273,.471,.980,38,0,21.55,14,9.95,0,0,0,0,0,.509,1.000,5,6,.570,0.46,4.26,156,27,0,9.24,2.37,2,.500,1
815456,Ben Shields,26,1,5,.800,0,1,6,0,0,0,.000,0,1,5,135.00,0,1,1,1,0,0,0.00,0,0,4,108.00,0,0,0.00,0,0,0.1,0,1,30,.833,1.833,1,0,90.00,5,135.00,0,0,0,0,0,1.000,1.000,2,0,.530,0.00,0.00,16,5,0,27.00,15.00,0,.000,0
692137,L.P. Langevin,21,5,23,.130,0,12,35,1,0,0,.000,0,0,5,6.75,0,6,6,0,1,4,0.80,0,0,3,4.05,0,1,1.35,5,1,6.2,0,0,172,.429,.690,20,0,25.80,6,8.10,0,0,1,0,0,.261,1.000,2,11,.510,0.92,14.85,88,6,0,16.20,2.25,1,1.000,1
801221,Pedro Garcia,23,7,24,.333,0,3,29,0,0,0,.000,0,1,9,15.19,1,4,4,0,0,7,1.00,1,1,8,13.50,0,1,1.69,0,0,5.1,0,1,96,.414,.914,16,0,18.00,9,15.19,0,1,0,0,0,.500,1.000,2,3,.700,1.00,5.06,67,12,0,5.06,2.06,0,.000,0
689557,Zane Morehouse,25,5,20,.150,0,7,29,0,0,0,.000,0,0,4,6.00,1,8,8,0,0,5,1.00,1,1,3,4.50,1,1,1.50,9,1,6.0,0,0,128,.379,.679,18,0,21.33,4,6.00,0,1,1,1,0,.300,1.000,1,8,.540,1.14,12.00,69,6,0,10.50,1.67,0,1.000,1
694989,Kelena Sauer,22,3,17,.353,0,3,21,2,0,0,.000,0,3,3,6.75,0,4,4,0,0,3,1.00,0,0,6,13.50,0,0,0.00,0,0,4.0,0,0,88,.429,1.076,12,0,22.00,3,6.75,0,1,2,0,0,.647,1.000,1,6,.590,2.00,13.50,52,11,1,6.75,2.25,0,1.000,1
690658,Will Johnston,24,5,32,.188,0,4,36,0,0,1,.250,0,2,2,1.86,2,9,9,0,2,11,2.20,0,0,6,5.59,2,0,0.00,2,2,9.2,0,0,152,.278,.528,29,0,15.72,2,1.86,0,0,1,1,0,.250,.750,3,10,.640,2.50,9.31,98,8,0,3.72,1.03,2,1.000,1
692404,Darlin Saladin,22,3,39,.154,0,7,46,0,0,0,.000,0,2,1,0.82,0,5,5,1,0,13,4.33,0,0,6,4.91,0,0,0.00,0,0,11.0,0,0,205,.283,.488,33,0,18.64,2,1.64,0,0,0,0,0,.205,1.000,2,17,.590,2.43,13.91,121,8,0,5.73,1.18,2,1.000,1
690229,LJ McDonough,25,9,45,.311,0,5,55,1,0,1,.111,0,2,6,4.50,2,10,10,0,2,9,1.00,3,3,14,10.50,0,1,0.75,4,2,12.0,0,1,246,.400,.822,36,0,20.50,7,5.25,0,2,1,0,0,.422,.889,8,15,.620,3.00,11.25,153,19,0,3.75,1.58,1,.000,0
813865,Hudson Leach,23,3,23,.217,0,4,28,1,0,1,.500,0,1,3,4.05,3,7,7,0,0,3,1.00,0,0,5,6.75,0,1,1.35,5,3,6.2,0,0,117,.321,.712,20,0,17.55,3,4.05,0,1,1,0,0,.391,.500,1,13,.610,3.25,17.55,71,9,0,5.40,1.35,1,1.000,1
700327,Welinton Herrera,21,3,35,.257,2,8,43,0,0,0,.---,0,1,2,2.00,7,9,9,0,1,9,3.00,0,0,9,9.00,1,0,0.00,6,5,9.0,0,1,197,.395,.738,27,0,21.89,2,2.00,0,0,1,1,0,.343,.---,0,14,.620,1.75,14.00,122,12,1,8.00,1.89,2,.000,0
802967,Benny Thompson,23,4,9,.222,0,7,16,0,0,0,.000,0,1,4,13.50,0,5,5,0,0,0,0.00,0,0,2,6.75,0,0,0.00,3,0,2.2,0,1,76,.563,.896,8,0,28.50,6,20.25,0,0,0,0,0,.333,1.000,5,3,.450,0.43,10.13,34,3,0,23.63,3.38,1,.000,0
688781,Brett Banks,23,3,24,.250,0,5,29,0,0,0,.---,0,4,4,6.00,1,6,6,0,0,2,0.67,0,0,6,9.00,3,1,1.50,1,1,6.0,0,0,116,.379,.921,18,0,19.33,4,6.00,0,0,1,1,0,.542,.---,0,13,.600,2.60,19.50,70,13,0,7.50,1.83,0,.---,0
829338,Dariel Fregio,25,11,42,.310,0,5,47,0,0,0,.000,0,3,10,9.00,4,8,8,1,1,12,1.09,0,0,13,11.70,2,0,0.00,1,0,10.0,0,1,151,.383,.764,30,0,15.10,10,9.00,0,0,0,0,0,.381,1.000,5,6,.570,1.20,5.40,86,16,0,4.50,1.80,0,.000,0
695316,Jarold Rosado,22,4,24,.167,0,13,37,0,0,0,.000,0,1,9,12.15,2,9,9,0,1,9,2.25,0,0,4,5.40,3,1,1.35,7,3,6.2,0,0,170,.459,.876,20,0,25.50,10,13.50,0,0,0,0,0,.417,1.000,9,7,.460,0.54,9.45,79,10,1,17.55,2.55,1,1.000,1
828471,Jakob Hall,22,8,35,.400,0,1,38,0,0,1,.200,0,2,9,10.13,0,7,7,0,0,9,1.13,0,0,14,15.75,1,2,2.25,5,2,8.0,0,2,139,.395,1.024,24,0,17.38,9,10.13,0,2,0,0,0,.629,.800,4,6,.610,6.00,6.75,85,22,0,1.13,1.88,3,.000,0
699230,Lorenzo Encarnacion,23,3,10,.100,0,3,14,0,0,0,.000,0,1,1,2.45,1,4,4,0,0,3,1.00,0,0,1,2.45,1,0,0.00,3,0,3.2,0,0,54,.286,.486,11,1,14.73,1,2.45,0,1,1,1,0,.200,1.000,1,4,.520,1.33,9.82,28,2,0,7.36,1.09,1,.---,0
671143,Trenton Denholm,25,10,55,.345,0,6,61,0,0,1,.500,0,4,3,2.13,0,5,5,3,1,10,1.00,0,0,19,13.50,2,1,0.71,0,0,12.2,0,0,228,.410,.883,38,2,18.00,7,4.97,0,0,0,0,0,.473,.500,1,16,.670,2.67,11.37,152,26,0,4.26,1.97,2,1.000,1
694968,Jack Mahoney,23,13,61,.328,0,7,70,0,0,2,.333,0,6,10,5.74,0,5,5,3,1,20,1.54,0,0,20,11.49,1,0,0.00,0,0,15.2,0,1,280,.386,.845,47,1,17.87,10,5.74,0,2,0,0,0,.459,.667,4,10,.610,1.43,5.74,171,28,1,4.02,1.72,1,.000,0
800811,Jacob Kroeger,25,4,29,.241,0,6,35,0,0,0,.000,0,3,5,6.14,0,5,5,0,1,9,2.25,0,0,7,8.59,1,0,0.00,3,2,7.1,0,0,145,.371,.716,22,0,19.77,5,6.14,0,0,0,0,0,.345,1.000,1,9,.580,1.50,11.05,84,10,0,7.36,1.77,2,1.000,1
687040,Sayer Diederich,24,4,28,.179,0,4,33,0,0,0,.000,0,0,2,2.35,4,7,7,0,1,9,2.25,1,1,5,5.87,1,0,0.00,0,0,7.2,0,0,118,.303,.482,23,0,15.39,3,3.52,0,0,1,1,0,.179,1.000,3,10,.630,2.50,11.74,74,5,0,4.70,1.17,0,.---,0
801829,Jay Allmer,23,4,19,.211,0,9,29,1,0,0,.000,0,0,6,10.80,2,7,7,0,1,8,2.00,1,1,4,7.20,0,0,0.00,6,4,5.0,0,0,111,.483,.694,15,0,22.20,6,10.80,0,0,1,0,0,.211,1.000,4,3,.480,0.33,5.40,53,4,0,16.20,2.60,1,1.000,1
702910,Jhancarlos Lara,22,5,33,.152,0,12,45,0,0,1,.200,0,0,3,2.61,0,11,11,0,1,7,1.40,0,0,5,4.35,3,0,0.00,5,0,10.1,0,1,186,.378,.530,31,0,18.00,3,2.61,0,0,0,0,0,.152,.800,4,16,.510,1.33,13.94,95,5,0,10.45,1.65,2,.000,0
802963,Mathew Peters,24,15,35,.257,0,13,49,0,0,0,.000,0,3,9,9.00,2,8,8,0,0,6,0.40,1,1,9,9.00,3,0,0.00,3,1,9.0,0,0,202,.469,.812,27,0,22.44,9,9.00,0,0,1,1,0,.343,1.000,6,5,.520,0.38,5.00,105,12,0,13.00,2.44,5,.---,0
695632,Brandon Neely,21,5,44,.364,1,8,54,1,0,1,.083,0,1,12,10.80,0,5,5,1,2,12,2.40,2,2,16,14.40,1,1,0.90,0,0,10.0,0,0,220,.481,.981,30,0,22.00,14,12.60,0,0,1,0,0,.500,.917,11,11,.550,1.38,9.90,120,22,1,7.20,2.40,2,.---,0
806288,Stefan Raeth,24,10,26,.115,0,4,30,0,0,0,.000,0,0,0,0.00,3,6,6,0,0,8,0.80,0,0,3,3.86,0,0,0.00,10,4,7.0,0,0,103,.233,.348,21,0,14.71,0,0.00,0,0,0,0,0,.115,1.000,2,5,.590,1.25,6.43,61,3,0,5.14,1.00,1,.---,0
686470,Ryan Hawks,24,8,40,.150,0,1,41,0,0,0,.000,0,1,1,0.82,0,5,5,3,1,19,2.38,0,0,6,4.91,0,0,0.00,0,0,11.0,0,0,132,.171,.346,33,0,12.00,2,1.64,0,0,0,0,0,.175,1.000,2,7,.660,7.00,5.73,87,7,0,0.82,0.64,0,.---,0
808052,Johan Moreno,22,5,28,.143,0,4,33,0,0,0,.000,0,0,2,2.25,1,7,7,0,0,9,1.80,1,1,4,4.50,3,1,1.13,1,0,8.0,0,0,151,.273,.523,24,0,18.88,2,2.25,0,0,0,0,0,.250,1.000,2,10,.610,2.50,11.25,92,7,0,4.50,1.00,0,.---,0
814491,Tucker Musgrove,23,1,19,.263,0,5,24,0,0,0,.---,0,1,3,5.06,0,6,6,0,1,5,5.00,0,0,5,8.44,1,0,0.00,1,1,5.1,0,0,114,.417,.733,16,0,21.38,3,5.06,0,0,0,0,0,.316,.---,0,8,.540,1.60,13.50,62,6,0,8.44,1.88,2,.---,0
688609,Hunter Parks,24,2,5,.000,0,4,9,0,0,0,.---,0,0,1,5.40,0,2,2,0,0,0,0.00,0,0,0,0.00,1,0,0.00,0,0,1.2,0,0,44,.444,.444,5,0,26.40,1,5.40,0,0,0,0,0,.000,.---,0,3,.390,0.75,16.20,17,0,0,21.60,2.40,1,.---,0
801415,Zander Sechrist,23,6,25,.240,0,4,30,1,0,2,.400,0,0,2,2.45,1,7,7,0,0,8,1.33,0,0,6,7.36,0,2,2.45,5,4,7.1,0,0,112,.333,.813,22,0,15.27,3,3.68,0,1,1,0,0,.480,.600,3,6,.640,1.50,7.36,72,12,0,4.91,1.36,0,.---,0
802680,Tyler Bradt,24,7,30,.233,0,11,41,0,0,0,.000,0,0,4,4.50,1,8,8,0,1,6,0.86,0,0,7,7.88,0,1,1.13,0,0,8.0,0,0,178,.439,.772,24,0,22.25,4,4.50,0,0,0,0,0,.333,1.000,2,10,.510,0.91,11.25,90,10,0,12.38,2.25,1,.---,0
681884,D.J. Carpenter,25,4,24,.292,0,4,29,0,0,0,.---,0,1,6,9.00,3,8,8,0,0,6,1.50,0,0,7,10.50,2,1,1.50,6,2,6.0,0,0,104,.379,.837,18,0,17.33,7,10.50,0,1,0,0,0,.458,.---,0,8,.630,2.00,12.00,66,11,0,6.00,1.83,1,.---,0
801941,Carson Jacobs,23,5,21,.190,0,11,33,0,0,0,.000,0,2,3,4.50,0,8,8,0,0,1,0.20,0,0,4,6.00,5,0,0.00,4,2,6.0,0,0,161,.455,.741,18,0,26.83,3,4.50,0,1,0,0,0,.286,1.000,10,12,.530,1.09,18.00,85,6,0,16.50,2.50,1,.---,0
801317,Alex Makarewich,23,8,28,.214,0,10,39,0,0,0,.000,0,2,2,2.16,1,8,8,0,1,7,0.88,1,1,6,6.48,0,0,0.00,5,1,8.1,0,0,161,.436,.722,25,0,19.32,2,2.16,0,0,0,0,0,.286,1.000,2,7,.500,0.70,7.56,81,8,0,10.80,1.92,2,.---,0
815322,Kai Peterson,22,8,29,.276,0,8,38,1,0,1,.250,0,1,6,7.36,3,8,8,0,0,5,0.63,1,1,8,9.82,0,0,0.00,3,3,7.1,0,0,165,.447,.826,22,0,22.50,6,7.36,0,0,1,0,0,.379,.750,3,8,.500,1.00,9.82,83,11,1,9.82,2.18,1,.---,0
700292,Yondrei Rojas,22,2,13,.385,0,2,16,0,0,0,.000,0,0,8,30.86,1,4,4,0,0,4,2.00,1,1,5,19.29,0,2,7.71,1,1,2.1,0,0,71,.500,1.500,7,0,30.43,8,30.86,0,0,0,0,0,1.000,1.000,1,2,.620,1.00,7.71,44,13,1,7.71,3.00,0,.---,0
820827,Luke Sinnard,22,9,58,.276,1,6,64,0,0,2,.250,0,4,8,4.60,0,5,5,5,3,13,1.44,0,0,16,9.19,0,3,1.72,0,0,15.2,0,0,248,.344,.844,47,1,15.83,8,4.60,0,0,0,0,0,.500,.750,6,20,.640,3.33,11.49,159,29,0,3.45,1.40,0,.---,0
696146,Hagen Smith,21,6,49,.143,0,6,57,0,0,0,.000,0,3,4,2.57,0,5,5,5,0,15,2.50,2,2,7,4.50,0,1,0.64,0,0,14.0,0,0,227,.263,.528,42,0,16.21,4,2.57,0,0,0,0,0,.265,1.000,7,21,.620,3.50,13.50,140,13,0,3.86,0.93,1,.---,0
701207,Dennis Colleran Jr.,21,2,24,.083,0,3,28,0,0,0,.---,0,0,1,1.17,2,7,7,0,2,9,4.50,1,1,2,2.35,1,1,1.17,3,0,7.2,0,0,120,.214,.506,23,0,15.65,1,1.17,0,0,0,0,0,.292,.---,0,11,.590,3.67,12.91,71,7,1,3.52,0.65,0,.---,0
806585,Jack Dallas,26,5,29,.172,0,7,37,0,0,1,1.000,0,3,1,1.00,0,4,4,1,0,4,0.80,1,1,5,5.00,2,0,0.00,0,0,9.0,0,0,156,.351,.627,27,0,17.33,1,1.00,0,0,0,0,0,.276,.000,0,15,.600,2.14,15.00,94,8,0,7.00,1.33,0,.---,0
828506,Joey Danielson,24,2,26,.269,0,10,37,1,0,0,.000,0,2,5,7.50,2,7,7,0,0,7,3.50,1,1,7,10.50,0,0,0.00,0,0,6.0,0,0,155,.486,.832,18,0,25.83,6,9.00,0,0,1,0,0,.346,1.000,5,10,.550,1.00,15.00,85,9,0,15.00,2.83,0,.---,0
692838,Jaydenn Estanista,23,7,29,.241,0,7,36,0,0,1,.333,0,0,5,5.63,0,8,8,0,0,5,0.71,0,0,7,7.88,1,1,1.13,5,4,8.0,0,0,159,.389,.734,24,0,19.88,5,5.63,0,0,0,0,0,.345,.667,2,10,.550,1.43,11.25,88,10,0,7.88,1.75,1,.---,0
800260,Anthony Flores,20,7,33,.212,0,10,47,0,0,1,.250,0,2,2,1.86,0,7,7,0,0,6,0.86,3,3,7,6.52,2,1,0.93,0,0,9.2,0,0,196,.426,.790,29,0,20.28,2,1.86,0,1,0,0,0,.364,.750,3,14,.510,1.40,13.03,100,12,0,9.31,1.76,1,.---,0
679702,Daniel Harper,26,6,26,.308,0,6,32,0,0,0,.000,0,2,5,6.75,3,7,7,0,2,6,1.00,0,0,8,10.80,2,0,0.00,5,2,6.2,0,0,128,.438,.823,20,0,19.20,5,6.75,0,0,0,0,0,.385,1.000,2,6,.520,1.00,8.10,67,10,0,8.10,2.10,1,.---,0
694818,Hunter Owen,23,7,23,.478,0,1,25,0,0,0,.000,0,3,6,12.46,0,2,2,0,0,2,0.29,0,0,11,22.85,0,1,2.08,0,0,4.1,0,0,91,.480,1.219,13,0,21.00,6,12.46,0,1,0,0,0,.739,1.000,1,4,.660,4.00,8.31,60,17,0,2.08,2.77,1,.---,0
699707,Danyony Pulido,22,10,60,.183,0,14,76,1,1,1,.250,0,4,10,5.51,4,17,17,0,2,17,1.70,1,1,11,6.06,2,2,1.10,7,3,16.1,0,1,342,.347,.697,49,0,20.94,12,6.61,0,0,1,0,0,.350,.750,3,22,.580,1.57,12.12,200,21,0,7.71,1.53,3,.500,1
692454,Pablo Aldonis,23,8,43,.233,0,5,48,0,0,0,.000,0,2,7,5.56,0,6,6,2,1,11,1.38,0,0,10,7.94,1,2,1.59,1,1,11.1,0,0,195,.313,.778,34,0,17.21,7,5.56,0,0,0,0,0,.465,1.000,2,14,.620,2.80,11.12,120,20,1,3.97,1.32,1,.---,0
694544,Austin Amaral,23,8,39,.256,0,9,48,2,0,2,.500,0,4,8,6.75,3,9,9,0,2,12,1.50,0,0,10,8.44,0,0,0.00,4,0,10.2,0,0,199,.396,.755,32,0,18.66,10,8.44,0,0,2,0,0,.359,.500,2,9,.520,1.00,7.59,103,14,0,7.59,1.78,2,.---,0
698962,Ricardo Estrada,23,6,45,.267,1,7,54,1,0,0,.000,0,1,4,3.27,0,6,6,1,1,17,2.83,1,1,12,9.82,1,0,0.00,3,0,11.0,0,0,197,.370,.659,33,0,17.91,9,7.36,0,1,1,0,0,.289,1.000,1,11,.610,1.57,9.00,120,13,0,5.73,1.73,1,.---,0
802363,Jordan Geber,25,2,16,.250,0,0,17,0,0,1,1.000,0,1,3,6.75,1,4,4,0,0,5,2.50,1,1,4,9.00,1,0,0.00,3,1,4.0,0,0,63,.294,.732,12,0,15.75,3,6.75,0,0,0,0,0,.438,.000,0,5,.650,-.--,11.25,41,7,1,0.00,1.00,0,.---,0
800344,Sean Paul Liñan,20,4,16,.063,0,4,20,0,0,0,.000,0,0,1,1.80,0,2,2,1,0,5,1.25,0,0,1,1.80,0,1,1.80,0,0,5.0,0,0,71,.250,.500,15,0,14.20,1,1.80,0,0,0,0,0,.250,1.000,2,6,.560,1.50,10.80,40,4,0,7.20,1.00,1,.---,0
800233,Ernesto Mercedes,21,3,16,.563,1,4,22,1,0,1,1.000,0,6,9,30.38,0,4,4,0,0,3,1.00,2,2,9,30.38,1,0,0.00,0,0,2.2,0,0,85,.682,1.620,8,0,31.88,9,30.38,0,0,1,0,0,.938,.000,0,1,.580,0.25,3.38,49,15,0,13.50,4.88,2,.---,0
694793,Jadon Bercovich,23,10,22,.227,0,4,28,0,0,0,.000,0,0,2,3.00,2,6,6,0,0,2,0.20,2,2,5,7.50,0,0,0.00,4,0,6.0,0,0,116,.393,.620,18,0,19.33,2,3.00,0,0,0,0,0,.227,1.000,4,5,.590,1.25,7.50,69,5,0,6.00,1.50,1,.---,0
