season,team,date,player_id,player_name,type_code,type_desc,from_team,to_team,description
2026,Scottsdale Scorpions,2026-09-15,813796,Preston Howey,SC,Status Change,,Scottsdale Scorpions,Scottsdale Scorpions activated RHP Preston Howey.
2026,Scottsdale Scorpions,2026-09-15,800427,Jose Meneses,SC,Status Change,,Scottsdale Scorpions,Scottsdale Scorpions activated LHP Jose Meneses.
2026,Scottsdale Scorpions,2026-09-15,806441,Nehomar Ochoa Jr.,SC,Status Change,,Scottsdale Scorpions,Scottsdale Scorpions activated OF Nehomar Ochoa Jr. from the 60-day injured list.
2026,Scottsdale Scorpions,2026-09-15,804911,Brendan Summerhill,SC,Status Change,,Scottsdale Scorpions,Scottsdale Scorpions activated OF Brendan Summerhill.
2026,Scottsdale Scorpions,2026-09-15,815520,Braylon Payne,SC,Status Change,,Scottsdale Scorpions,Scottsdale Scorpions activated OF Braylon Payne.
2026,Scottsdale Scorpions,2026-09-15,700280,Miguel Mendez,SC,Status Change,,Scottsdale Scorpions,Scottsdale Scorpions activated RHP Miguel Mendez.
2026,Scottsdale Scorpions,2026-09-15,687189,Marcus Johnson,SC,Status Change,,Scottsdale Scorpions,Scottsdale Scorpions activated RHP Marcus Johnson.
2026,Scottsdale Scorpions,2026-09-15,690972,Joey Dixon,SC,Status Change,,Scottsdale Scorpions,Scottsdale Scorpions activated RHP Joey Dixon from the 60-day injured list.
2026,Scottsdale Scorpions,2026-09-15,805694,Juan Bello,SC,Status Change,,Scottsdale Scorpions,Scottsdale Scorpions activated RHP Juan Bello from the 60-day injured list.
2026,Scottsdale Scorpions,2026-09-15,828603,Logan Berrier,SC,Status Change,,Scottsdale Scorpions,Scottsdale Scorpions activated RHP Logan Berrier.
2026,Scottsdale Scorpions,2026-09-15,804670,Ryan Birchard,SC,Status Change,,Scottsdale Scorpions,Scottsdale Scorpions activated RHP Ryan Birchard.
2026,Scottsdale Scorpions,2026-09-15,702904,Cesar De Jesus,SC,Status Change,,Scottsdale Scorpions,Scottsdale Scorpions activated LHP Cesar De Jesus.
2026,Scottsdale Scorpions,2026-09-15,837584,Jalen Evans,SC,Status Change,,Scottsdale Scorpions,Scottsdale Scorpions activated RHP Jalen Evans.
2026,Scottsdale Scorpions,2026-09-15,814374,Francisco Frias,SC,Status Change,,Scottsdale Scorpions,Scottsdale Scorpions activated RHP Francisco Frias.
2026,Scottsdale Scorpions,2026-09-15,815218,Alexander Fuentes,SC,Status Change,,Scottsdale Scorpions,Scottsdale Scorpions activated RHP Alexander Fuentes.
2026,Scottsdale Scorpions,2026-09-15,825095,Drake George,SC,Status Change,,Scottsdale Scorpions,Scottsdale Scorpions activated RHP Drake George from the 60-day injured list.
2026,Scottsdale Scorpions,2026-09-15,701592,Luke Davis,ASG,Assigned,,Scottsdale Scorpions,C Luke Davis assigned to Scottsdale Scorpions.
2026,Surprise Saguaros,2026-09-15,806522,Irving Cota,ASG,Assigned,,Surprise Saguaros,RHP Irving Cota assigned to Surprise Saguaros.
2026,Surprise Saguaros,2026-09-15,805799,Zion Rose,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated CF Zion Rose.
2026,Surprise Saguaros,2026-09-15,695517,Casey Cook,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated 2B Casey Cook.
2026,Surprise Saguaros,2026-09-15,805951,Boston Baro,ASG,Assigned,,Surprise Saguaros,SS Boston Baro assigned to Surprise Saguaros.
2026,Surprise Saguaros,2026-09-15,815066,Kyle Scott,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated RHP Kyle Scott from the 60-day injured list.
2026,Surprise Saguaros,2026-09-15,825100,Kevin Warunek,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated LHP Kevin Warunek.
2026,Surprise Saguaros,2026-09-15,700985,Josh Hansell,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated RHP Josh Hansell from the 7-day injured list.
2026,Surprise Saguaros,2026-09-15,700924,Frank Mozzicato,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated LHP Frank Mozzicato.
2026,Surprise Saguaros,2026-09-15,822415,Mason McConnaughey,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated RHP Mason McConnaughey from the 7-day injured list.
2026,Surprise Saguaros,2026-09-15,802146,Aidan Major,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated RHP Aidan Major.
2026,Surprise Saguaros,2026-09-15,703610,Justin Lamkin,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated LHP Justin Lamkin from the 60-day injured list.
2026,Surprise Saguaros,2026-09-15,822038,Ryan Lambert,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated RHP Ryan Lambert.
2026,Surprise Saguaros,2026-09-15,835375,Jacob Johnson,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated RHP Jacob Johnson.
2026,Surprise Saguaros,2026-09-15,693732,Estibenzon Jimenez,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated RHP Estibenzon Jimenez.
2026,Surprise Saguaros,2026-09-15,694858,Brendan Girton,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated RHP Brendan Girton.
2026,Surprise Saguaros,2026-09-15,804966,Jesus Gamez,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated RHP Jesus Gamez.
2026,Surprise Saguaros,2026-09-15,701884,Magnus Ellerts,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated RHP Magnus Ellerts.
2026,Surprise Saguaros,2026-09-15,823804,Ryan Dromboski,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated RHP Ryan Dromboski.
2026,Surprise Saguaros,2026-09-15,702126,Aaron Davenport,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated RHP Aaron Davenport from the 60-day injured list.
2026,Surprise Saguaros,2026-09-15,823330,Alejandro Chiquillo,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated RHP Alejandro Chiquillo.
2026,Surprise Saguaros,2026-09-15,695037,J'Briell Easley,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated RHP J'Briell Easley.
2026,Surprise Saguaros,2026-09-15,700176,Keegan Batka,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated RHP Keegan Batka.
2026,Surprise Saguaros,2026-09-15,800169,Aroon Escobar,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated 2B Aroon Escobar.
2026,Surprise Saguaros,2026-09-15,807276,Dante Nori,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated OF Dante Nori.
2026,Surprise Saguaros,2026-09-15,702265,Paxton Kling,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated OF Paxton Kling.
2026,Surprise Saguaros,2026-09-15,687930,Tyresse Turner,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated 2B Tyresse Turner from the 7-day injured list.
2026,Surprise Saguaros,2026-09-15,695573,Cole Mathis,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated 3B Cole Mathis.
2026,Surprise Saguaros,2026-09-15,702619,Luke Hill,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated 3B Luke Hill.
2026,Surprise Saguaros,2026-09-15,806988,Welbyn Francisca,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated SS Welbyn Francisca.
2026,Surprise Saguaros,2026-09-15,804871,Brooks Bryan,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated C Brooks Bryan from the 60-day injured list.
2026,Surprise Saguaros,2026-09-15,800051,Austin Charles,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated SS Austin Charles.
2026,Surprise Saguaros,2026-09-15,828202,Bruin Agbayani,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated SS Bruin Agbayani.
2026,Surprise Saguaros,2026-09-15,800607,Kehden Hettiger,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated C Kehden Hettiger from the 7-day injured list.
2026,Surprise Saguaros,2026-09-15,683349,Calvin Ziegler,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated RHP Calvin Ziegler.
2026,Surprise Saguaros,2026-09-15,683149,Julian Brock,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated C Julian Brock.
2026,Surprise Saguaros,2026-09-15,686632,Steven Zobac,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated RHP Steven Zobac.
2026,Surprise Saguaros,2026-09-15,702965,Hiro Wyatt,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated RHP Hiro Wyatt from the 60-day injured list.
2026,Surprise Saguaros,2026-09-15,807575,Cam Schuelke,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated RHP Cam Schuelke.
2026,Surprise Saguaros,2026-09-15,700247,Jose Pena Jr.,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated RHP Jose Pena Jr. from the 60-day injured list.
2026,Surprise Saguaros,2026-09-15,807290,Peyton Prescott,SC,Status Change,,Surprise Saguaros,Surprise Saguaros activated RHP Peyton Prescott from the Development List.
